Order_ID,Order_Date,Product_ID,Quantity_Ordered,Supplier_ID,Reason,Expected_Date,Received_Date,Quantity_Received
9742,2025-05-08,154,1,1,Customer Request,2025-05-10,2025-05-10,1.0
9679,2025-05-09,144,2,3,Customer Request,2025-05-14,2025-05-14,2.0
9143,2025-05-10,116,24,3,Routine Replenishment,2025-05-15,2025-05-15,18.0
9144,2025-05-11,110,39,5,Routine Replenishment,2025-05-15,2025-05-15,39.0
9145,2025-05-11,170,49,2,Routine Replenishment,2025-05-14,2025-05-14,49.0
9436,2025-05-11,115,1,2,Customer Request,2025-05-14,2025-05-14,1.0
9641,2025-05-11,137,2,5,Customer Request,2025-05-15,2025-05-17,2.0
9680,2025-05-11,144,2,3,Customer Request,2025-05-16,2025-05-16,2.0
9345,2025-05-12,102,1,3,Customer Request,2025-05-17,2025-05-17,1.0
9384,2025-05-12,103,1,5,Customer Request,2025-05-16,2025-05-20,1.0
9146,2025-05-13,157,22,4,Routine Replenishment,2025-05-16,2025-05-16,22.0
9610,2025-05-13,136,2,5,Customer Request,2025-05-17,2025-05-22,2.0
9743,2025-05-13,154,1,1,Customer Request,2025-05-15,2025-05-20,1.0
9147,2025-05-14,106,41,1,Routine Replenishment,2025-05-16,,
9493,2025-05-14,121,1,3,Customer Request,2025-05-19,2025-05-25,1.0
9681,2025-05-14,144,1,3,Customer Request,2025-05-19,2025-05-19,1.0
9148,2025-05-15,106,42,1,Routine Replenishment,2025-05-17,2025-05-24,42.0
9149,2025-05-15,138,20,4,Routine Replenishment,2025-05-18,2025-05-18,20.0
9150,2025-05-15,143,43,4,Routine Replenishment,2025-05-18,2025-05-26,43.0
9151,2025-05-15,168,24,1,Routine Replenishment,2025-05-17,2025-05-17,24.0
9152,2025-05-16,101,21,1,Routine Replenishment,2025-05-18,2025-05-18,21.0
9153,2025-05-16,122,10,5,Routine Replenishment,2025-05-20,2025-05-20,10.0
9154,2025-05-16,164,20,3,Routine Replenishment,2025-05-21,2025-05-21,20.0
9611,2025-05-16,136,1,5,Customer Request,2025-05-20,2025-05-20,1.0
9155,2025-05-17,104,22,4,Routine Replenishment,2025-05-20,2025-05-20,22.0
9346,2025-05-17,102,2,3,Customer Request,2025-05-22,2025-05-22,2.0
9744,2025-05-17,154,1,1,Customer Request,2025-05-19,2025-05-19,1.0
9347,2025-05-18,102,2,3,Customer Request,2025-05-23,2025-05-28,2.0
9385,2025-05-18,103,2,5,Customer Request,2025-05-22,2025-05-22,2.0
9612,2025-05-18,136,1,5,Customer Request,2025-05-22,2025-05-27,1.0
9348,2025-05-19,102,2,3,Customer Request,2025-05-24,2025-05-27,2.0
9465,2025-05-19,120,1,2,Customer Request,2025-05-22,2025-05-22,1.0
9156,2025-05-20,135,21,3,Routine Replenishment,2025-05-25,2025-05-25,21.0
9642,2025-05-20,137,2,5,Customer Request,2025-05-24,2025-05-24,2.0
9157,2025-05-21,142,45,1,Routine Replenishment,2025-05-23,2025-05-28,45.0
9158,2025-05-21,151,38,4,Routine Replenishment,2025-05-24,2025-05-24,38.0
9159,2025-05-21,169,11,5,Routine Replenishment,2025-05-25,2025-05-25,11.0
9494,2025-05-21,121,2,3,Customer Request,2025-05-26,2025-05-26,2.0
9530,2025-05-21,128,1,3,Customer Request,2025-05-26,2025-05-26,1.0
9160,2025-05-22,139,21,3,Routine Replenishment,2025-05-27,2025-05-27,21.0
9161,2025-05-22,160,25,1,Routine Replenishment,2025-05-24,2025-05-31,25.0
9162,2025-05-22,166,39,1,Routine Replenishment,2025-05-24,2025-05-24,39.0
9437,2025-05-22,115,2,2,Customer Request,2025-05-25,2025-05-25,2.0
9163,2025-05-23,163,11,1,Routine Replenishment,2025-05-25,2025-05-25,11.0
9438,2025-05-23,115,1,2,Customer Request,2025-05-26,2025-05-30,1.0
9495,2025-05-23,121,2,3,Customer Request,2025-05-28,,
9466,2025-05-24,120,1,2,Customer Request,2025-05-27,2025-05-27,1.0
9553,2025-05-24,132,1,5,Customer Request,2025-05-28,2025-05-28,1.0
9349,2025-05-25,102,2,3,Customer Request,2025-05-30,2025-06-03,1.0
9516,2025-05-25,124,1,2,Customer Request,2025-05-28,2025-05-28,1.0
9164,2025-05-26,117,20,5,Routine Replenishment,2025-05-30,2025-05-30,20.0
9165,2025-05-26,149,21,1,Routine Replenishment,2025-05-28,2025-05-28,21.0
9386,2025-05-26,103,2,5,Customer Request,2025-05-30,2025-05-30,2.0
9531,2025-05-26,128,2,3,Customer Request,2025-05-31,2025-05-31,2.0
9554,2025-05-26,132,1,5,Customer Request,2025-05-30,2025-05-30,1.0
9763,2025-05-26,162,1,4,Customer Request,2025-05-29,2025-05-29,0.0
9166,2025-05-27,130,12,5,Routine Replenishment,2025-05-31,2025-05-31,12.0
9713,2025-05-27,153,2,2,Customer Request,2025-05-30,2025-05-30,2.0
9387,2025-05-28,103,2,5,Customer Request,2025-06-01,2025-06-01,2.0
9167,2025-05-29,109,22,3,Routine Replenishment,2025-06-03,2025-06-03,22.0
9168,2025-05-29,152,19,1,Routine Replenishment,2025-05-31,2025-05-31,19.0
9169,2025-05-30,114,10,4,Routine Replenishment,2025-06-02,2025-06-02,10.0
9170,2025-05-30,127,20,4,Routine Replenishment,2025-06-02,2025-06-02,20.0
9171,2025-05-30,134,20,5,Routine Replenishment,2025-06-03,2025-06-03,20.0
9388,2025-05-30,103,2,5,Customer Request,2025-06-03,2025-06-06,1.0
9467,2025-05-30,120,2,2,Customer Request,2025-06-02,2025-06-02,2.0
9745,2025-05-30,154,1,1,Customer Request,2025-06-01,2025-06-03,1.0
9172,2025-06-01,146,12,3,Routine Replenishment,2025-06-06,2025-06-06,12.0
9173,2025-06-01,167,40,5,Routine Replenishment,2025-06-05,2025-06-05,40.0
9555,2025-06-01,132,2,5,Customer Request,2025-06-05,2025-06-07,2.0
9174,2025-06-02,131,48,2,Routine Replenishment,2025-06-05,2025-06-05,48.0
9613,2025-06-02,136,2,5,Customer Request,2025-06-06,2025-06-06,2.0
9660,2025-06-02,140,1,3,Customer Request,2025-06-07,2025-06-07,0.0
9175,2025-06-03,110,40,5,Routine Replenishment,2025-06-07,2025-06-07,40.0
9439,2025-06-03,115,1,2,Customer Request,2025-06-06,2025-06-06,1.0
9682,2025-06-03,144,1,3,Customer Request,2025-06-08,2025-06-08,1.0
9176,2025-06-04,101,21,1,Routine Replenishment,2025-06-06,2025-06-06,21.0
9496,2025-06-04,121,2,3,Customer Request,2025-06-09,2025-06-09,2.0
9643,2025-06-04,137,2,5,Customer Request,2025-06-08,2025-06-08,2.0
9415,2025-06-05,113,1,2,Customer Request,2025-06-08,2025-06-08,1.0
9614,2025-06-05,136,2,5,Customer Request,2025-06-09,2025-06-09,2.0
9177,2025-06-07,105,18,4,Routine Replenishment,2025-06-10,2025-06-10,18.0
9178,2025-06-07,159,41,5,Routine Replenishment,2025-06-11,2025-06-11,31.0
9517,2025-06-07,124,1,2,Customer Request,2025-06-10,,
9179,2025-06-08,106,42,1,Routine Replenishment,2025-06-10,2025-06-14,42.0
9180,2025-06-08,119,41,2,Routine Replenishment,2025-06-11,2025-06-14,41.0
9440,2025-06-08,115,2,2,Customer Request,2025-06-11,2025-06-11,2.0
9181,2025-06-09,123,24,2,Routine Replenishment,2025-06-12,2025-06-12,24.0
9556,2025-06-09,132,1,5,Customer Request,2025-06-13,2025-06-13,1.0
9582,2025-06-09,133,1,1,Customer Request,2025-06-11,2025-06-16,1.0
9644,2025-06-09,137,2,5,Customer Request,2025-06-13,2025-06-13,2.0
9182,2025-06-10,112,47,3,Routine Replenishment,2025-06-15,2025-06-15,47.0
9183,2025-06-11,116,24,3,Routine Replenishment,2025-06-16,2025-06-16,24.0
9184,2025-06-11,158,41,5,Routine Replenishment,2025-06-15,2025-06-15,41.0
9350,2025-06-11,102,2,3,Customer Request,2025-06-16,2025-06-16,1.0
9389,2025-06-11,103,1,5,Customer Request,2025-06-15,2025-06-17,1.0
9441,2025-06-11,115,1,2,Customer Request,2025-06-14,2025-06-14,1.0
9764,2025-06-11,162,1,4,Customer Request,2025-06-14,2025-06-14,1.0
9185,2025-06-12,164,20,3,Routine Replenishment,2025-06-17,2025-06-17,20.0
9714,2025-06-12,153,1,2,Customer Request,2025-06-15,2025-06-15,1.0
9186,2025-06-13,145,21,1,Routine Replenishment,2025-06-15,2025-06-15,21.0
9187,2025-06-13,148,10,4,Routine Replenishment,2025-06-16,2025-06-16,10.0
9188,2025-06-13,156,42,5,Routine Replenishment,2025-06-17,2025-06-17,42.0
9390,2025-06-13,103,2,5,Customer Request,2025-06-17,2025-06-17,2.0
9442,2025-06-13,115,1,2,Customer Request,2025-06-16,2025-06-18,1.0
9189,2025-06-14,170,46,2,Routine Replenishment,2025-06-17,2025-06-17,46.0
9557,2025-06-14,132,1,5,Customer Request,2025-06-18,2025-06-18,1.0
9661,2025-06-14,140,1,3,Customer Request,2025-06-19,2025-06-19,1.0
9190,2025-06-15,161,23,4,Routine Replenishment,2025-06-18,2025-06-21,23.0
9351,2025-06-15,102,1,3,Customer Request,2025-06-20,,
9558,2025-06-15,132,2,5,Customer Request,2025-06-19,2025-06-22,2.0
9765,2025-06-15,162,2,4,Customer Request,2025-06-18,2025-06-18,1.0
9191,2025-06-16,141,24,4,Routine Replenishment,2025-06-19,2025-06-19,24.0
9518,2025-06-16,124,1,2,Customer Request,2025-06-19,2025-06-19,1.0
9645,2025-06-16,137,1,5,Customer Request,2025-06-20,2025-06-20,1.0
9715,2025-06-16,153,2,2,Customer Request,2025-06-19,2025-06-19,1.0
9646,2025-06-17,137,1,5,Customer Request,2025-06-21,2025-06-21,1.0
9192,2025-06-18,118,45,2,Routine Replenishment,2025-06-21,2025-06-21,45.0
9615,2025-06-18,136,2,5,Customer Request,2025-06-22,2025-06-22,2.0
9193,2025-06-19,151,38,4,Routine Replenishment,2025-06-22,2025-06-29,38.0
9194,2025-06-19,166,39,1,Routine Replenishment,2025-06-21,2025-06-25,39.0
9583,2025-06-19,133,1,1,Customer Request,2025-06-21,2025-06-21,1.0
9195,2025-06-20,143,45,4,Routine Replenishment,2025-06-23,2025-06-23,45.0
9443,2025-06-20,115,2,2,Customer Request,2025-06-23,,
9196,2025-06-21,157,23,4,Routine Replenishment,2025-06-24,2025-06-24,23.0
9197,2025-06-21,163,11,1,Routine Replenishment,2025-06-23,2025-06-29,9.0
9352,2025-06-21,102,2,3,Customer Request,2025-06-26,,
9497,2025-06-21,121,2,3,Customer Request,2025-06-26,2025-06-26,2.0
9532,2025-06-21,128,2,3,Customer Request,2025-06-26,,
9559,2025-06-21,132,1,5,Customer Request,2025-06-25,2025-06-25,1.0
9391,2025-06-22,103,1,5,Customer Request,2025-06-26,2025-06-26,1.0
9444,2025-06-22,115,2,2,Customer Request,2025-06-25,2025-06-25,2.0
9198,2025-06-24,165,12,5,Routine Replenishment,2025-06-28,2025-06-28,12.0
9392,2025-06-24,103,2,5,Customer Request,2025-06-28,2025-06-28,1.0
9199,2025-06-25,139,21,3,Routine Replenishment,2025-06-30,2025-06-30,21.0
9533,2025-06-25,128,2,3,Customer Request,2025-06-30,2025-06-30,2.0
9662,2025-06-25,140,1,3,Customer Request,2025-06-30,2025-06-30,1.0
9468,2025-06-27,120,1,2,Customer Request,2025-06-30,2025-06-30,1.0
9683,2025-06-27,144,2,3,Customer Request,2025-07-02,2025-07-02,2.0
9200,2025-06-28,142,45,1,Routine Replenishment,2025-06-30,2025-07-04,45.0
9616,2025-06-28,136,1,5,Customer Request,2025-07-02,2025-07-08,1.0
9201,2025-06-29,101,22,1,Routine Replenishment,2025-07-01,,
9353,2025-06-29,102,2,3,Customer Request,2025-07-04,2025-07-04,2.0
9393,2025-06-29,103,2,5,Customer Request,2025-07-03,2025-07-03,2.0
9498,2025-06-29,121,2,3,Customer Request,2025-07-04,2025-07-04,2.0
9202,2025-06-30,101,22,1,Routine Replenishment,2025-07-02,2025-07-02,22.0
9203,2025-06-30,110,39,5,Routine Replenishment,2025-07-04,2025-07-04,39.0
9204,2025-06-30,168,24,1,Routine Replenishment,2025-07-02,2025-07-02,24.0
9445,2025-06-30,115,2,2,Customer Request,2025-07-03,2025-07-03,1.0
9205,2025-07-01,106,42,1,Routine Replenishment,2025-07-03,2025-07-03,42.0
9206,2025-07-01,127,22,4,Routine Replenishment,2025-07-04,2025-07-08,22.0
9207,2025-07-01,138,19,4,Routine Replenishment,2025-07-04,2025-07-04,19.0
9499,2025-07-01,121,2,3,Customer Request,2025-07-06,2025-07-06,2.0
9560,2025-07-01,132,2,5,Customer Request,2025-07-05,2025-07-05,2.0
9766,2025-07-01,162,1,4,Customer Request,2025-07-04,2025-07-08,1.0
9208,2025-07-02,135,22,3,Routine Replenishment,2025-07-07,2025-07-07,22.0
9209,2025-07-02,150,11,4,Routine Replenishment,2025-07-05,2025-07-08,11.0
9210,2025-07-03,104,22,4,Routine Replenishment,2025-07-06,2025-07-06,22.0
9469,2025-07-03,120,1,2,Customer Request,2025-07-06,2025-07-11,1.0
9211,2025-07-04,152,19,1,Routine Replenishment,2025-07-06,2025-07-06,19.0
9446,2025-07-04,115,2,2,Customer Request,2025-07-07,2025-07-07,2.0
9500,2025-07-04,121,1,3,Customer Request,2025-07-09,2025-07-09,1.0
9617,2025-07-04,136,2,5,Customer Request,2025-07-08,2025-07-08,2.0
9716,2025-07-04,153,1,2,Customer Request,2025-07-07,2025-07-07,1.0
9212,2025-07-05,109,24,3,Routine Replenishment,2025-07-10,2025-07-10,24.0
9213,2025-07-05,122,10,5,Routine Replenishment,2025-07-09,2025-07-09,10.0
9214,2025-07-05,131,49,2,Routine Replenishment,2025-07-08,2025-07-11,49.0
9354,2025-07-05,102,2,3,Customer Request,2025-07-10,2025-07-14,2.0
9215,2025-07-06,160,24,1,Routine Replenishment,2025-07-08,2025-07-08,20.0
9416,2025-07-06,113,1,2,Customer Request,2025-07-09,2025-07-09,0.0
9216,2025-07-07,159,42,5,Routine Replenishment,2025-07-11,2025-07-11,42.0
9561,2025-07-07,132,1,5,Customer Request,2025-07-11,2025-07-11,1.0
9647,2025-07-07,137,2,5,Customer Request,2025-07-11,2025-07-11,2.0
9684,2025-07-07,144,1,3,Customer Request,2025-07-12,2025-07-12,1.0
9217,2025-07-08,167,41,5,Routine Replenishment,2025-07-12,2025-07-18,41.0
9218,2025-07-09,108,13,3,Routine Replenishment,2025-07-14,2025-07-14,13.0
9219,2025-07-09,126,10,1,Routine Replenishment,2025-07-11,2025-07-11,10.0
9220,2025-07-09,129,11,3,Routine Replenishment,2025-07-14,2025-07-14,11.0
9534,2025-07-09,128,1,3,Customer Request,2025-07-14,2025-07-14,1.0
9584,2025-07-09,133,1,1,Customer Request,2025-07-11,2025-07-11,1.0
9221,2025-07-10,123,24,2,Routine Replenishment,2025-07-13,2025-07-13,24.0
9222,2025-07-10,149,19,1,Routine Replenishment,2025-07-12,2025-07-12,19.0
9223,2025-07-11,130,12,5,Routine Replenishment,2025-07-15,2025-07-15,12.0
9224,2025-07-11,145,21,1,Routine Replenishment,2025-07-13,2025-07-13,21.0
9394,2025-07-11,103,2,5,Customer Request,2025-07-15,2025-07-15,2.0
9562,2025-07-11,132,2,5,Customer Request,2025-07-15,2025-07-15,2.0
9225,2025-07-12,134,20,5,Routine Replenishment,2025-07-16,2025-07-16,20.0
9226,2025-07-12,156,42,5,Routine Replenishment,2025-07-16,2025-07-16,42.0
9563,2025-07-12,132,1,5,Customer Request,2025-07-16,2025-07-16,1.0
9618,2025-07-12,136,2,5,Customer Request,2025-07-16,2025-07-16,2.0
9685,2025-07-12,144,1,3,Customer Request,2025-07-17,2025-07-21,1.0
9717,2025-07-12,153,2,2,Customer Request,2025-07-15,2025-07-15,2.0
9564,2025-07-13,132,2,5,Customer Request,2025-07-17,2025-07-17,2.0
9648,2025-07-13,137,2,5,Customer Request,2025-07-17,2025-07-17,2.0
9395,2025-07-14,103,2,5,Customer Request,2025-07-18,2025-07-18,2.0
9619,2025-07-14,136,2,5,Customer Request,2025-07-18,2025-07-18,2.0
9227,2025-07-15,157,22,4,Routine Replenishment,2025-07-18,2025-07-22,20.0
9228,2025-07-15,158,40,5,Routine Replenishment,2025-07-19,2025-07-19,40.0
9229,2025-07-15,169,11,5,Routine Replenishment,2025-07-19,2025-07-19,11.0
9417,2025-07-15,113,1,2,Customer Request,2025-07-18,,
9718,2025-07-15,153,2,2,Customer Request,2025-07-18,2025-07-18,2.0
9746,2025-07-15,154,2,1,Customer Request,2025-07-17,2025-07-17,2.0
9230,2025-07-16,119,41,2,Routine Replenishment,2025-07-19,2025-07-19,41.0
9231,2025-07-16,164,21,3,Routine Replenishment,2025-07-21,2025-07-21,21.0
9418,2025-07-16,113,2,2,Customer Request,2025-07-19,2025-07-19,2.0
9747,2025-07-16,154,2,1,Customer Request,2025-07-18,2025-07-18,2.0
9232,2025-07-17,166,39,1,Routine Replenishment,2025-07-19,2025-07-19,39.0
9233,2025-07-17,170,45,2,Routine Replenishment,2025-07-20,2025-07-20,45.0
9565,2025-07-17,132,1,5,Customer Request,2025-07-21,2025-07-21,1.0
9234,2025-07-18,101,22,1,Routine Replenishment,2025-07-20,2025-07-20,22.0
9235,2025-07-18,116,24,3,Routine Replenishment,2025-07-23,2025-07-23,24.0
9396,2025-07-18,103,2,5,Customer Request,2025-07-22,2025-07-22,2.0
9649,2025-07-18,137,2,5,Customer Request,2025-07-22,2025-07-22,2.0
9236,2025-07-19,146,12,3,Routine Replenishment,2025-07-24,2025-07-24,12.0
9237,2025-07-19,161,23,4,Routine Replenishment,2025-07-22,2025-07-22,21.0
9650,2025-07-19,137,1,5,Customer Request,2025-07-23,2025-07-23,1.0
9748,2025-07-19,154,1,1,Customer Request,2025-07-21,2025-07-26,1.0
9238,2025-07-20,151,37,4,Routine Replenishment,2025-07-23,2025-07-23,37.0
9397,2025-07-20,103,2,5,Customer Request,2025-07-24,2025-07-24,2.0
9749,2025-07-20,154,2,1,Customer Request,2025-07-22,2025-07-24,2.0
9239,2025-07-21,112,49,3,Routine Replenishment,2025-07-26,2025-07-26,44.0
9501,2025-07-21,121,2,3,Customer Request,2025-07-26,2025-07-26,2.0
9620,2025-07-21,136,2,5,Customer Request,2025-07-25,2025-07-25,2.0
9750,2025-07-21,154,1,1,Customer Request,2025-07-23,2025-07-23,1.0
9240,2025-07-22,127,20,4,Routine Replenishment,2025-07-25,2025-07-29,20.0
9686,2025-07-22,144,1,3,Customer Request,2025-07-27,2025-07-27,1.0
9751,2025-07-22,154,2,1,Customer Request,2025-07-24,2025-07-27,2.0
9241,2025-07-23,105,18,4,Routine Replenishment,2025-07-26,2025-07-26,18.0
9242,2025-07-23,118,44,2,Routine Replenishment,2025-07-26,2025-07-26,44.0
9519,2025-07-24,124,1,2,Customer Request,2025-07-27,2025-07-30,1.0
9535,2025-07-24,128,1,3,Customer Request,2025-07-29,2025-08-01,1.0
9355,2025-07-25,102,1,3,Customer Request,2025-07-30,2025-07-30,1.0
9520,2025-07-25,124,1,2,Customer Request,2025-07-28,2025-08-01,1.0
9536,2025-07-25,128,1,3,Customer Request,2025-07-30,2025-07-30,1.0
9566,2025-07-25,132,1,5,Customer Request,2025-07-29,2025-07-29,1.0
9243,2025-07-26,135,21,3,Routine Replenishment,2025-07-31,2025-07-31,21.0
9244,2025-07-26,155,9,3,Routine Replenishment,2025-07-31,2025-07-31,6.0
9521,2025-07-26,124,2,2,Customer Request,2025-07-29,2025-07-29,2.0
9245,2025-07-27,117,20,5,Routine Replenishment,2025-07-31,2025-07-31,20.0
9246,2025-07-28,110,39,5,Routine Replenishment,2025-08-01,2025-08-01,39.0
9419,2025-07-28,113,2,2,Customer Request,2025-07-31,2025-07-31,2.0
9719,2025-07-28,153,1,2,Customer Request,2025-07-31,2025-07-31,1.0
9752,2025-07-28,154,1,1,Customer Request,2025-07-30,2025-07-30,1.0
9247,2025-07-29,139,21,3,Routine Replenishment,2025-08-03,2025-08-07,21.0
9248,2025-07-29,141,24,4,Routine Replenishment,2025-08-01,2025-08-01,24.0
9470,2025-07-29,120,2,2,Customer Request,2025-08-01,2025-08-01,1.0
9249,2025-07-31,143,45,4,Routine Replenishment,2025-08-03,2025-08-03,45.0
9250,2025-07-31,163,11,1,Routine Replenishment,2025-08-02,2025-08-02,11.0
9537,2025-07-31,128,2,3,Customer Request,2025-08-05,2025-08-05,2.0
9720,2025-08-02,153,1,2,Customer Request,2025-08-05,2025-08-05,1.0
9251,2025-08-03,152,19,1,Routine Replenishment,2025-08-05,2025-08-08,19.0
9567,2025-08-03,132,1,5,Customer Request,2025-08-07,2025-08-07,1.0
9721,2025-08-03,153,1,2,Customer Request,2025-08-06,2025-08-06,1.0
9252,2025-08-04,131,51,2,Routine Replenishment,2025-08-07,2025-08-07,51.0
9253,2025-08-04,159,43,5,Routine Replenishment,2025-08-08,,
9356,2025-08-04,102,2,3,Customer Request,2025-08-09,2025-08-09,2.0
9722,2025-08-04,153,2,2,Customer Request,2025-08-07,2025-08-07,2.0
9254,2025-08-05,159,44,5,Routine Replenishment,2025-08-09,2025-08-09,44.0
9398,2025-08-05,103,1,5,Customer Request,2025-08-09,2025-08-09,0.0
9568,2025-08-05,132,1,5,Customer Request,2025-08-09,2025-08-09,1.0
9585,2025-08-05,133,2,1,Customer Request,2025-08-07,2025-08-07,2.0
9255,2025-08-06,134,20,5,Routine Replenishment,2025-08-10,2025-08-10,20.0
9420,2025-08-06,113,2,2,Customer Request,2025-08-09,2025-08-09,2.0
9471,2025-08-06,120,2,2,Customer Request,2025-08-09,2025-08-09,2.0
9502,2025-08-06,121,1,3,Customer Request,2025-08-11,2025-08-11,1.0
9447,2025-08-07,115,2,2,Customer Request,2025-08-10,2025-08-10,2.0
9723,2025-08-07,153,1,2,Customer Request,2025-08-10,2025-08-10,1.0
9256,2025-08-08,104,22,4,Routine Replenishment,2025-08-11,2025-08-11,22.0
9257,2025-08-08,114,10,4,Routine Replenishment,2025-08-11,2025-08-11,10.0
9258,2025-08-08,142,45,1,Routine Replenishment,2025-08-10,2025-08-10,45.0
9399,2025-08-08,103,2,5,Customer Request,2025-08-12,2025-08-12,2.0
9259,2025-08-09,166,40,1,Routine Replenishment,2025-08-11,2025-08-11,40.0
9260,2025-08-09,167,42,5,Routine Replenishment,2025-08-13,2025-08-13,42.0
9261,2025-08-10,138,19,4,Routine Replenishment,2025-08-13,2025-08-16,19.0
9651,2025-08-10,137,2,5,Customer Request,2025-08-14,2025-08-14,2.0
9448,2025-08-11,115,2,2,Customer Request,2025-08-14,2025-08-14,2.0
9569,2025-08-11,132,1,5,Customer Request,2025-08-15,2025-08-15,1.0
9621,2025-08-12,136,1,5,Customer Request,2025-08-16,2025-08-16,0.0
9262,2025-08-13,106,41,1,Routine Replenishment,2025-08-15,2025-08-15,29.0
9263,2025-08-13,156,42,5,Routine Replenishment,2025-08-17,2025-08-17,42.0
9264,2025-08-13,158,41,5,Routine Replenishment,2025-08-17,2025-08-17,41.0
9400,2025-08-13,103,1,5,Customer Request,2025-08-17,2025-08-17,1.0
9570,2025-08-13,132,1,5,Customer Request,2025-08-17,2025-08-17,1.0
9265,2025-08-14,101,21,1,Routine Replenishment,2025-08-16,2025-08-16,21.0
9652,2025-08-14,137,1,5,Customer Request,2025-08-18,2025-08-18,1.0
9724,2025-08-14,153,2,2,Customer Request,2025-08-17,2025-08-22,2.0
9266,2025-08-15,150,10,4,Routine Replenishment,2025-08-18,2025-08-18,8.0
9401,2025-08-15,103,1,5,Customer Request,2025-08-19,2025-08-19,1.0
9522,2025-08-15,124,1,2,Customer Request,2025-08-18,2025-08-18,1.0
9653,2025-08-16,137,1,5,Customer Request,2025-08-20,2025-08-20,1.0
9687,2025-08-16,144,1,3,Customer Request,2025-08-21,2025-08-21,1.0
9357,2025-08-17,102,2,3,Customer Request,2025-08-22,2025-08-26,2.0
9571,2025-08-17,132,2,5,Customer Request,2025-08-21,2025-08-21,2.0
9267,2025-08-18,105,20,4,Routine Replenishment,2025-08-21,2025-08-21,20.0
9538,2025-08-18,128,2,3,Customer Request,2025-08-23,2025-08-23,2.0
9268,2025-08-19,109,25,3,Routine Replenishment,2025-08-24,2025-08-24,25.0
9269,2025-08-19,125,10,4,Routine Replenishment,2025-08-22,2025-08-22,10.0
9270,2025-08-19,164,21,3,Routine Replenishment,2025-08-24,2025-08-24,21.0
9271,2025-08-20,157,22,4,Routine Replenishment,2025-08-23,2025-08-23,22.0
9402,2025-08-20,103,1,5,Customer Request,2025-08-24,2025-08-24,1.0
9654,2025-08-20,137,2,5,Customer Request,2025-08-24,2025-08-24,2.0
9272,2025-08-21,148,10,4,Routine Replenishment,2025-08-24,,
9273,2025-08-21,168,25,1,Routine Replenishment,2025-08-23,2025-08-23,22.0
9274,2025-08-21,170,45,2,Routine Replenishment,2025-08-24,2025-08-24,45.0
9275,2025-08-22,123,24,2,Routine Replenishment,2025-08-25,2025-08-25,24.0
9276,2025-08-22,145,23,1,Routine Replenishment,2025-08-24,2025-08-24,23.0
9277,2025-08-22,148,10,4,Routine Replenishment,2025-08-25,2025-08-25,10.0
9278,2025-08-22,151,38,4,Routine Replenishment,2025-08-25,2025-08-25,38.0
9358,2025-08-22,102,1,3,Customer Request,2025-08-27,2025-08-27,1.0
9279,2025-08-23,119,41,2,Routine Replenishment,2025-08-26,2025-08-26,41.0
9280,2025-08-24,149,19,1,Routine Replenishment,2025-08-26,2025-08-26,19.0
9281,2025-08-24,155,10,3,Routine Replenishment,2025-08-29,2025-08-29,10.0
9753,2025-08-24,154,2,1,Customer Request,2025-08-26,2025-08-26,2.0
9282,2025-08-25,117,20,5,Routine Replenishment,2025-08-29,2025-08-29,20.0
9283,2025-08-25,160,25,1,Routine Replenishment,2025-08-27,2025-08-27,25.0
9449,2025-08-25,115,2,2,Customer Request,2025-08-28,2025-08-28,1.0
9572,2025-08-25,132,2,5,Customer Request,2025-08-29,2025-08-29,2.0
9622,2025-08-25,136,2,5,Customer Request,2025-08-29,2025-08-29,2.0
9284,2025-08-26,127,21,4,Routine Replenishment,2025-08-29,2025-09-02,21.0
9359,2025-08-27,102,2,3,Customer Request,2025-09-01,2025-09-01,2.0
9586,2025-08-27,133,2,1,Customer Request,2025-08-29,2025-08-29,2.0
9655,2025-08-27,137,1,5,Customer Request,2025-08-31,2025-09-03,1.0
9285,2025-08-28,112,48,3,Routine Replenishment,2025-09-02,2025-09-02,36.0
9286,2025-08-28,116,26,3,Routine Replenishment,2025-09-02,2025-09-02,26.0
9287,2025-08-28,118,43,2,Routine Replenishment,2025-08-31,2025-08-31,43.0
9503,2025-08-29,121,1,3,Customer Request,2025-09-03,2025-09-03,1.0
9573,2025-08-30,132,2,5,Customer Request,2025-09-03,2025-09-03,2.0
9623,2025-08-30,136,1,5,Customer Request,2025-09-03,2025-09-08,1.0
9539,2025-08-31,128,1,3,Customer Request,2025-09-05,2025-09-05,0.0
9288,2025-09-01,169,11,5,Routine Replenishment,2025-09-05,2025-09-09,10.0
9472,2025-09-01,120,1,2,Customer Request,2025-09-04,2025-09-07,0.0
9587,2025-09-01,133,1,1,Customer Request,2025-09-03,2025-09-07,0.0
9624,2025-09-01,136,2,5,Customer Request,2025-09-05,2025-09-05,2.0
9289,2025-09-02,110,41,5,Routine Replenishment,2025-09-06,2025-09-06,41.0
9403,2025-09-02,103,1,5,Customer Request,2025-09-06,2025-09-06,1.0
9754,2025-09-03,154,2,1,Customer Request,2025-09-05,2025-09-05,2.0
9290,2025-09-04,106,41,1,Routine Replenishment,2025-09-06,2025-09-06,29.0
9291,2025-09-04,159,44,5,Routine Replenishment,2025-09-08,2025-09-08,44.0
9450,2025-09-04,115,2,2,Customer Request,2025-09-07,2025-09-07,2.0
