Sale_ID,Sale_Date,Product_ID,Quantity,Unit_Selling_Price,Revenue,Unit_Cost,Margin
501574,2025-03-16,123,1,315.18,315.18,190.92,124.26
501575,2025-03-16,131,1,333.06,333.06,218.92,114.14
501576,2025-03-16,138,1,315.76,315.76,216.53,99.23
501577,2025-03-16,142,2,58.26,116.52,34.86,46.8
501578,2025-03-16,143,1,323.71,323.71,237.32,86.39
501579,2025-03-16,145,1,55.05,55.05,35.61,19.44
501580,2025-03-16,149,1,288.99,288.99,208.97,80.02
501581,2025-03-16,151,2,59.95,119.9,36.25,47.4
501582,2025-03-16,158,1,192.52,192.52,134.46,58.06
501583,2025-03-16,159,1,243.51,243.51,158.58,84.93
501584,2025-03-16,160,1,170.86,170.86,126.42,44.44
501585,2025-03-16,166,1,183.2,183.2,138.4,44.8
501586,2025-03-16,167,1,70.09,70.09,48.28,21.81
501587,2025-03-16,168,1,289.8,289.8,228.17,61.63
505898,2025-03-16,113,1,46.39,46.39,35.6,10.79
505912,2025-03-16,115,1,92.47,92.47,56.54,35.93
506141,2025-03-16,144,2,219.65,439.3,137.82,163.66
501588,2025-03-17,101,1,193.32,193.32,118.14,75.18
501589,2025-03-17,104,1,401.59,401.59,243.11,158.48
501590,2025-03-17,105,1,338.49,338.49,242.36,96.13
501591,2025-03-17,106,1,249.43,249.43,172.41,77.02
501592,2025-03-17,109,1,246.09,246.09,164.16,81.93
501593,2025-03-17,110,2,292.13,584.26,215.55,153.16
501594,2025-03-17,112,1,175.04,175.04,132.75,42.29
501595,2025-03-17,117,2,91.8,183.6,55.09,73.42
501596,2025-03-17,118,1,256.08,256.08,198.94,57.14
501597,2025-03-17,119,1,198.83,198.83,137.36,61.47
501598,2025-03-17,126,1,61.33,61.33,48.82,12.51
501599,2025-03-17,127,1,99.85,99.85,61.95,37.9
501600,2025-03-17,130,1,250.88,250.88,199.42,51.46
501601,2025-03-17,139,1,143.43,143.43,101.37,42.06
501602,2025-03-17,141,2,251.72,503.44,187.7,128.04
501603,2025-03-17,142,3,58.26,174.78,34.86,70.2
501604,2025-03-17,143,1,323.71,323.71,237.32,86.39
501605,2025-03-17,145,1,55.05,55.05,35.61,19.44
501606,2025-03-17,149,1,288.99,288.99,208.97,80.02
501607,2025-03-17,151,1,59.95,59.95,36.25,23.7
501608,2025-03-17,152,1,214.28,214.28,169.22,45.06
501609,2025-03-17,155,1,123.41,123.41,78.63,44.78
501610,2025-03-17,156,1,71.91,71.91,55.69,16.22
501611,2025-03-17,157,3,82.29,246.87,49.11,99.54
501612,2025-03-17,158,2,192.52,385.04,134.46,116.12
501613,2025-03-17,159,4,243.51,974.04,158.58,339.72
501614,2025-03-17,161,2,299.5,599.0,200.05,198.9
501615,2025-03-17,164,1,342.45,342.45,209.39,133.06
501616,2025-03-17,165,1,273.04,273.04,196.44,76.6
501617,2025-03-17,166,1,183.2,183.2,138.4,44.8
501618,2025-03-17,168,1,289.8,289.8,228.17,61.63
501619,2025-03-17,170,1,154.1,154.1,94.54,59.56
505861,2025-03-17,103,1,102.57,102.57,68.4,34.17
501620,2025-03-18,101,1,193.32,193.32,118.14,75.18
501621,2025-03-18,104,1,401.59,401.59,243.11,158.48
501622,2025-03-18,106,2,249.43,498.86,172.41,154.04
501623,2025-03-18,108,1,289.07,289.07,198.47,90.6
501624,2025-03-18,109,3,246.09,738.27,164.16,245.79
501625,2025-03-18,110,1,292.13,292.13,215.55,76.58
501626,2025-03-18,112,3,175.04,525.12,132.75,126.87
501627,2025-03-18,117,1,91.8,91.8,55.09,36.71
501628,2025-03-18,118,2,256.08,512.16,198.94,114.28
501629,2025-03-18,125,1,86.82,86.82,57.13,29.69
501630,2025-03-18,126,1,61.33,61.33,48.82,12.51
501631,2025-03-18,129,1,52.38,52.38,39.89,12.49
501632,2025-03-18,131,3,333.06,999.18,218.92,342.42
501633,2025-03-18,135,1,272.98,272.98,215.02,57.96
501634,2025-03-18,138,1,315.76,315.76,216.53,99.23
501635,2025-03-18,139,1,143.43,143.43,101.37,42.06
501636,2025-03-18,142,1,58.26,58.26,34.86,23.4
501637,2025-03-18,143,2,323.71,647.42,237.32,172.78
501638,2025-03-18,145,1,55.05,55.05,35.61,19.44
501639,2025-03-18,151,1,59.95,59.95,36.25,23.7
501640,2025-03-18,156,3,71.91,215.73,55.69,48.66
501641,2025-03-18,158,1,192.52,192.52,134.46,58.06
501642,2025-03-18,160,1,170.86,170.86,126.42,44.44
501643,2025-03-18,161,1,299.5,299.5,200.05,99.45
501644,2025-03-18,166,1,183.2,183.2,138.4,44.8
501645,2025-03-18,167,2,70.09,140.18,48.28,43.62
501646,2025-03-18,168,1,289.8,289.8,228.17,61.63
501647,2025-03-19,101,1,193.32,193.32,118.14,75.18
501648,2025-03-19,105,3,338.49,1015.47,242.36,288.39
501649,2025-03-19,110,1,292.13,292.13,215.55,76.58
501650,2025-03-19,118,2,256.08,512.16,198.94,114.28
501651,2025-03-19,123,2,315.18,630.36,190.92,248.52
501652,2025-03-19,127,2,99.85,199.7,61.95,75.8
501653,2025-03-19,130,1,250.88,250.88,199.42,51.46
501654,2025-03-19,134,1,37.23,37.23,28.02,9.21
501655,2025-03-19,135,1,272.98,272.98,215.02,57.96
501656,2025-03-19,141,1,251.72,251.72,187.7,64.02
501657,2025-03-19,145,1,55.05,55.05,35.61,19.44
501658,2025-03-19,149,1,288.99,288.99,208.97,80.02
501659,2025-03-19,151,1,59.95,59.95,36.25,23.7
501660,2025-03-19,156,2,71.91,143.82,55.69,32.44
501661,2025-03-19,159,3,243.51,730.53,158.58,254.79
501662,2025-03-19,161,1,299.5,299.5,200.05,99.45
501663,2025-03-19,166,2,183.2,366.4,138.4,89.6
501664,2025-03-19,167,1,70.09,70.09,48.28,21.81
501665,2025-03-19,170,1,154.1,154.1,94.54,59.56
505965,2025-03-19,121,1,35.68,35.68,23.79,11.89
506169,2025-03-19,153,2,45.82,91.64,28.45,34.74
501666,2025-03-20,105,1,338.49,338.49,242.36,96.13
501667,2025-03-20,110,1,292.13,292.13,215.55,76.58
501668,2025-03-20,118,2,256.08,512.16,198.94,114.28
501669,2025-03-20,119,2,198.83,397.66,137.36,122.94
501670,2025-03-20,126,1,61.33,61.33,48.82,12.51
501671,2025-03-20,127,1,99.85,99.85,61.95,37.9
501672,2025-03-20,129,2,52.38,104.76,39.89,24.98
501673,2025-03-20,131,1,333.06,333.06,218.92,114.14
501674,2025-03-20,141,1,251.72,251.72,187.7,64.02
501675,2025-03-20,142,1,58.26,58.26,34.86,23.4
501676,2025-03-20,145,1,55.05,55.05,35.61,19.44
501677,2025-03-20,146,1,111.1,111.1,78.58,32.52
501678,2025-03-20,151,1,59.95,59.95,36.25,23.7
501679,2025-03-20,156,2,71.91,143.82,55.69,32.44
501680,2025-03-20,157,1,82.29,82.29,49.11,33.18
501681,2025-03-20,159,1,243.51,243.51,158.58,84.93
501682,2025-03-20,160,1,170.86,170.86,126.42,44.44
501683,2025-03-20,161,1,299.5,299.5,200.05,99.45
501684,2025-03-20,164,1,342.45,342.45,209.39,133.06
501685,2025-03-20,169,1,117.76,117.76,72.26,45.5
501686,2025-03-20,170,1,154.1,154.1,94.54,59.56
506106,2025-03-20,137,2,395.0,790.0,245.2,299.6
501687,2025-03-21,104,1,401.59,401.59,243.11,158.48
501688,2025-03-21,106,2,249.43,498.86,172.41,154.04
501689,2025-03-21,110,2,292.13,584.26,215.55,153.16
501690,2025-03-21,112,1,175.04,175.04,132.75,42.29
501691,2025-03-21,118,4,256.08,1024.32,198.94,228.56
501692,2025-03-21,119,2,198.83,397.66,137.36,122.94
501693,2025-03-21,123,2,315.18,630.36,190.92,248.52
501694,2025-03-21,125,1,86.82,86.82,57.13,29.69
501695,2025-03-21,131,1,333.06,333.06,218.92,114.14
501696,2025-03-21,141,1,251.72,251.72,187.7,64.02
501697,2025-03-21,142,1,58.26,58.26,34.86,23.4
501698,2025-03-21,149,1,288.99,288.99,208.97,80.02
501699,2025-03-21,151,1,59.95,59.95,36.25,23.7
501700,2025-03-21,156,4,71.91,287.64,55.69,64.88
501701,2025-03-21,157,1,82.29,82.29,49.11,33.18
501702,2025-03-21,158,2,192.52,385.04,134.46,116.12
501703,2025-03-21,161,1,299.5,299.5,200.05,99.45
501704,2025-03-21,163,1,271.41,271.41,212.87,58.54
501705,2025-03-21,166,1,183.2,183.2,138.4,44.8
501706,2025-03-21,169,1,117.76,117.76,72.26,45.5
505990,2025-03-21,124,2,59.0,118.0,37.2,43.6
501707,2025-03-22,101,1,193.32,193.32,118.14,75.18
501708,2025-03-22,105,1,338.49,338.49,242.36,96.13
501709,2025-03-22,106,2,249.43,498.86,172.41,154.04
501710,2025-03-22,110,1,292.13,292.13,215.55,76.58
501711,2025-03-22,112,2,175.04,350.08,132.75,84.58
501712,2025-03-22,118,1,256.08,256.08,198.94,57.14
501713,2025-03-22,119,1,198.83,198.83,137.36,61.47
501714,2025-03-22,123,1,315.18,315.18,190.92,124.26
501715,2025-03-22,127,1,99.85,99.85,61.95,37.9
501716,2025-03-22,131,1,333.06,333.06,218.92,114.14
501717,2025-03-22,138,1,315.76,315.76,216.53,99.23
501718,2025-03-22,139,3,143.43,430.29,101.37,126.18
501719,2025-03-22,141,1,251.72,251.72,187.7,64.02
501720,2025-03-22,143,2,323.71,647.42,237.32,172.78
501721,2025-03-22,146,1,111.1,111.1,78.58,32.52
501722,2025-03-22,151,2,59.95,119.9,36.25,47.4
501723,2025-03-22,152,1,214.28,214.28,169.22,45.06
501724,2025-03-22,157,1,82.29,82.29,49.11,33.18
501725,2025-03-22,158,2,192.52,385.04,134.46,116.12
501726,2025-03-22,159,1,243.51,243.51,158.58,84.93
501727,2025-03-22,160,3,170.86,512.58,126.42,133.32
501728,2025-03-22,166,1,183.2,183.2,138.4,44.8
501729,2025-03-22,167,1,70.09,70.09,48.28,21.81
501730,2025-03-22,170,1,154.1,154.1,94.54,59.56
505966,2025-03-22,121,1,35.68,35.68,23.79,11.89
506170,2025-03-22,153,2,45.82,91.64,28.45,34.74
501731,2025-03-23,104,1,401.59,401.59,243.11,158.48
501732,2025-03-23,106,1,249.43,249.43,172.41,77.02
501733,2025-03-23,110,1,292.13,292.13,215.55,76.58
501734,2025-03-23,112,3,175.04,525.12,132.75,126.87
501735,2025-03-23,119,2,198.83,397.66,137.36,122.94
501736,2025-03-23,131,2,333.06,666.12,218.92,228.28
501737,2025-03-23,142,1,58.26,58.26,34.86,23.4
501738,2025-03-23,143,2,323.71,647.42,237.32,172.78
501739,2025-03-23,145,2,55.05,110.1,35.61,38.88
501740,2025-03-23,150,1,410.26,410.26,249.3,160.96
501741,2025-03-23,152,1,214.28,214.28,169.22,45.06
501742,2025-03-23,156,2,71.91,143.82,55.69,32.44
501743,2025-03-23,158,1,192.52,192.52,134.46,58.06
501744,2025-03-23,159,1,243.51,243.51,158.58,84.93
501745,2025-03-23,160,1,170.86,170.86,126.42,44.44
501746,2025-03-23,166,2,183.2,366.4,138.4,89.6
501747,2025-03-23,167,2,70.09,140.18,48.28,43.62
501748,2025-03-23,170,2,154.1,308.2,94.54,119.12
505862,2025-03-23,103,2,102.57,205.14,68.4,68.34
506069,2025-03-23,136,1,152.73,152.73,102.8,49.93
501749,2025-03-24,101,1,193.32,193.32,118.14,75.18
501750,2025-03-24,105,1,338.49,338.49,242.36,96.13
501751,2025-03-24,106,3,249.43,748.29,172.41,231.06
501752,2025-03-24,109,1,246.09,246.09,164.16,81.93
501753,2025-03-24,110,3,292.13,876.39,215.55,229.74
501754,2025-03-24,116,1,50.07,50.07,34.84,15.23
501755,2025-03-24,125,1,86.82,86.82,57.13,29.69
501756,2025-03-24,127,2,99.85,199.7,61.95,75.8
501757,2025-03-24,141,1,251.72,251.72,187.7,64.02
501758,2025-03-24,142,3,58.26,174.78,34.86,70.2
501759,2025-03-24,143,2,323.71,647.42,237.32,172.78
501760,2025-03-24,149,1,288.99,288.99,208.97,80.02
501761,2025-03-24,151,1,59.95,59.95,36.25,23.7
501762,2025-03-24,157,1,82.29,82.29,49.11,33.18
501763,2025-03-24,158,1,192.52,192.52,134.46,58.06
501764,2025-03-24,159,1,243.51,243.51,158.58,84.93
501765,2025-03-24,165,1,273.04,273.04,196.44,76.6
501766,2025-03-24,167,4,70.09,280.36,48.28,87.24
501767,2025-03-24,168,1,289.8,289.8,228.17,61.63
501768,2025-03-24,170,2,154.1,308.2,94.54,119.12
505832,2025-03-24,102,2,65.53,131.06,45.11,40.84
505942,2025-03-24,120,2,238.12,476.24,172.98,130.28
501769,2025-03-25,101,1,193.32,193.32,118.14,75.18
501770,2025-03-25,104,1,401.59,401.59,243.11,158.48
501771,2025-03-25,105,2,338.49,676.98,242.36,192.26
501772,2025-03-25,106,1,249.43,249.43,172.41,77.02
501773,2025-03-25,109,1,246.09,246.09,164.16,81.93
501774,2025-03-25,110,1,292.13,292.13,215.55,76.58
501775,2025-03-25,112,1,175.04,175.04,132.75,42.29
501776,2025-03-25,116,1,50.07,50.07,34.84,15.23
501777,2025-03-25,131,2,333.06,666.12,218.92,228.28
501778,2025-03-25,139,2,143.43,286.86,101.37,84.12
501779,2025-03-25,142,1,58.26,58.26,34.86,23.4
501780,2025-03-25,143,2,323.71,647.42,237.32,172.78
501781,2025-03-25,149,1,288.99,288.99,208.97,80.02
501782,2025-03-25,155,1,123.41,123.41,78.63,44.78
501783,2025-03-25,156,1,71.91,71.91,55.69,16.22
501784,2025-03-25,158,2,192.52,385.04,134.46,116.12
501785,2025-03-25,159,1,243.51,243.51,158.58,84.93
501786,2025-03-25,160,1,170.86,170.86,126.42,44.44
501787,2025-03-25,161,1,299.5,299.5,200.05,99.45
501788,2025-03-25,166,1,183.2,183.2,138.4,44.8
501789,2025-03-25,167,1,70.09,70.09,48.28,21.81
501790,2025-03-25,170,2,154.1,308.2,94.54,119.12
505913,2025-03-25,115,1,92.47,92.47,56.54,35.93
505967,2025-03-25,121,2,35.68,71.36,23.79,23.78
501791,2025-03-26,101,1,193.32,193.32,118.14,75.18
501792,2025-03-26,110,2,292.13,584.26,215.55,153.16
501793,2025-03-26,114,1,266.44,266.44,183.47,82.97
501794,2025-03-26,116,2,50.07,100.14,34.84,30.46
501795,2025-03-26,118,2,256.08,512.16,198.94,114.28
501796,2025-03-26,119,1,198.83,198.83,137.36,61.47
501797,2025-03-26,123,1,315.18,315.18,190.92,124.26
501798,2025-03-26,127,1,99.85,99.85,61.95,37.9
501799,2025-03-26,131,1,333.06,333.06,218.92,114.14
501800,2025-03-26,135,1,272.98,272.98,215.02,57.96
501801,2025-03-26,141,2,251.72,503.44,187.7,128.04
501802,2025-03-26,143,1,323.71,323.71,237.32,86.39
501803,2025-03-26,145,2,55.05,110.1,35.61,38.88
501804,2025-03-26,149,1,288.99,288.99,208.97,80.02
501805,2025-03-26,151,2,59.95,119.9,36.25,47.4
501806,2025-03-26,156,1,71.91,71.91,55.69,16.22
501807,2025-03-26,157,1,82.29,82.29,49.11,33.18
501808,2025-03-26,159,2,243.51,487.02,158.58,169.86
501809,2025-03-26,163,1,271.41,271.41,212.87,58.54
501810,2025-03-26,164,1,342.45,342.45,209.39,133.06
501811,2025-03-26,166,3,183.2,549.6,138.4,134.4
501812,2025-03-26,170,1,154.1,154.1,94.54,59.56
506070,2025-03-26,136,2,152.73,305.46,102.8,99.86
501813,2025-03-27,105,2,338.49,676.98,242.36,192.26
501814,2025-03-27,106,2,249.43,498.86,172.41,154.04
501815,2025-03-27,109,1,246.09,246.09,164.16,81.93
501816,2025-03-27,110,2,292.13,584.26,215.55,153.16
501817,2025-03-27,112,2,175.04,350.08,132.75,84.58
501818,2025-03-27,116,1,50.07,50.07,34.84,15.23
501819,2025-03-27,118,2,256.08,512.16,198.94,114.28
501820,2025-03-27,122,1,185.72,185.72,136.04,49.68
501821,2025-03-27,123,1,315.18,315.18,190.92,124.26
501822,2025-03-27,127,1,99.85,99.85,61.95,37.9
501823,2025-03-27,134,1,37.23,37.23,28.02,9.21
501824,2025-03-27,135,1,272.98,272.98,215.02,57.96
501825,2025-03-27,139,1,143.43,143.43,101.37,42.06
501826,2025-03-27,149,1,288.99,288.99,208.97,80.02
501827,2025-03-27,150,1,410.26,410.26,249.3,160.96
501828,2025-03-27,152,2,214.28,428.56,169.22,90.12
501829,2025-03-27,156,4,71.91,287.64,55.69,64.88
501830,2025-03-27,158,2,192.52,385.04,134.46,116.12
501831,2025-03-27,159,1,243.51,243.51,158.58,84.93
501832,2025-03-27,160,1,170.86,170.86,126.42,44.44
501833,2025-03-27,166,2,183.2,366.4,138.4,89.6
501834,2025-03-27,167,1,70.09,70.09,48.28,21.81
501835,2025-03-27,168,1,289.8,289.8,228.17,61.63
501836,2025-03-27,170,2,154.1,308.2,94.54,119.12
501837,2025-03-28,105,1,338.49,338.49,242.36,96.13
501838,2025-03-28,110,1,292.13,292.13,215.55,76.58
501839,2025-03-28,112,1,175.04,175.04,132.75,42.29
501840,2025-03-28,116,1,50.07,50.07,34.84,15.23
501841,2025-03-28,117,1,91.8,91.8,55.09,36.71
501842,2025-03-28,119,3,198.83,596.49,137.36,184.41
501843,2025-03-28,127,2,99.85,199.7,61.95,75.8
501844,2025-03-28,131,1,333.06,333.06,218.92,114.14
501845,2025-03-28,134,1,37.23,37.23,28.02,9.21
501846,2025-03-28,142,3,58.26,174.78,34.86,70.2
501847,2025-03-28,143,3,323.71,971.13,237.32,259.17
501848,2025-03-28,145,1,55.05,55.05,35.61,19.44
501849,2025-03-28,146,2,111.1,222.2,78.58,65.04
501850,2025-03-28,148,1,69.95,69.95,42.84,27.11
501851,2025-03-28,155,2,123.41,246.82,78.63,89.56
501852,2025-03-28,156,1,71.91,71.91,55.69,16.22
501853,2025-03-28,157,1,82.29,82.29,49.11,33.18
501854,2025-03-28,159,2,243.51,487.02,158.58,169.86
501855,2025-03-28,166,3,183.2,549.6,138.4,134.4
501856,2025-03-28,167,1,70.09,70.09,48.28,21.81
501857,2025-03-28,170,1,154.1,154.1,94.54,59.56
505968,2025-03-28,121,2,35.68,71.36,23.79,23.78
501858,2025-03-29,104,1,401.59,401.59,243.11,158.48
501859,2025-03-29,106,2,249.43,498.86,172.41,154.04
501860,2025-03-29,109,1,246.09,246.09,164.16,81.93
501861,2025-03-29,110,2,292.13,584.26,215.55,153.16
501862,2025-03-29,112,1,175.04,175.04,132.75,42.29
501863,2025-03-29,116,1,50.07,50.07,34.84,15.23
501864,2025-03-29,119,1,198.83,198.83,137.36,61.47
501865,2025-03-29,122,1,185.72,185.72,136.04,49.68
501866,2025-03-29,123,1,315.18,315.18,190.92,124.26
501867,2025-03-29,131,1,333.06,333.06,218.92,114.14
501868,2025-03-29,142,1,58.26,58.26,34.86,23.4
501869,2025-03-29,145,1,55.05,55.05,35.61,19.44
501870,2025-03-29,149,2,288.99,577.98,208.97,160.04
501871,2025-03-29,151,1,59.95,59.95,36.25,23.7
501872,2025-03-29,152,1,214.28,214.28,169.22,45.06
501873,2025-03-29,156,2,71.91,143.82,55.69,32.44
501874,2025-03-29,158,2,192.52,385.04,134.46,116.12
501875,2025-03-29,159,1,243.51,243.51,158.58,84.93
501876,2025-03-29,161,1,299.5,299.5,200.05,99.45
501877,2025-03-29,167,2,70.09,140.18,48.28,43.62
501878,2025-03-29,168,1,289.8,289.8,228.17,61.63
501879,2025-03-29,170,1,154.1,154.1,94.54,59.56
505863,2025-03-29,103,2,102.57,205.14,68.4,68.34
501880,2025-03-30,101,2,193.32,386.64,118.14,150.36
501881,2025-03-30,105,1,338.49,338.49,242.36,96.13
501882,2025-03-30,106,2,249.43,498.86,172.41,154.04
501883,2025-03-30,109,1,246.09,246.09,164.16,81.93
501884,2025-03-30,112,3,175.04,525.12,132.75,126.87
501885,2025-03-30,117,1,91.8,91.8,55.09,36.71
501886,2025-03-30,118,2,256.08,512.16,198.94,114.28
501887,2025-03-30,119,1,198.83,198.83,137.36,61.47
501888,2025-03-30,134,1,37.23,37.23,28.02,9.21
501889,2025-03-30,138,1,315.76,315.76,216.53,99.23
501890,2025-03-30,149,1,288.99,288.99,208.97,80.02
501891,2025-03-30,151,2,59.95,119.9,36.25,47.4
501892,2025-03-30,152,1,214.28,214.28,169.22,45.06
501893,2025-03-30,155,1,123.41,123.41,78.63,44.78
501894,2025-03-30,156,3,71.91,215.73,55.69,48.66
501895,2025-03-30,158,2,192.52,385.04,134.46,116.12
501896,2025-03-30,161,1,299.5,299.5,200.05,99.45
501897,2025-03-30,168,1,289.8,289.8,228.17,61.63
501898,2025-03-30,170,1,154.1,154.1,94.54,59.56
505914,2025-03-30,115,1,92.47,92.47,56.54,35.93
506071,2025-03-30,136,1,152.73,152.73,102.8,49.93
501899,2025-03-31,104,3,401.59,1204.77,243.11,475.44
501900,2025-03-31,106,1,249.43,249.43,172.41,77.02
501901,2025-03-31,110,1,292.13,292.13,215.55,76.58
501902,2025-03-31,112,1,175.04,175.04,132.75,42.29
501903,2025-03-31,116,1,50.07,50.07,34.84,15.23
501904,2025-03-31,118,2,256.08,512.16,198.94,114.28
501905,2025-03-31,119,1,198.83,198.83,137.36,61.47
501906,2025-03-31,131,2,333.06,666.12,218.92,228.28
501907,2025-03-31,135,2,272.98,545.96,215.02,115.92
501908,2025-03-31,141,1,251.72,251.72,187.7,64.02
501909,2025-03-31,142,3,58.26,174.78,34.86,70.2
501910,2025-03-31,146,2,111.1,222.2,78.58,65.04
501911,2025-03-31,151,1,59.95,59.95,36.25,23.7
501912,2025-03-31,156,1,71.91,71.91,55.69,16.22
501913,2025-03-31,158,1,192.52,192.52,134.46,58.06
501914,2025-03-31,160,1,170.86,170.86,126.42,44.44
501915,2025-03-31,161,1,299.5,299.5,200.05,99.45
501916,2025-03-31,163,1,271.41,271.41,212.87,58.54
501917,2025-03-31,166,3,183.2,549.6,138.4,134.4
501918,2025-03-31,167,2,70.09,140.18,48.28,43.62
501919,2025-03-31,168,1,289.8,289.8,228.17,61.63
501920,2025-03-31,169,1,117.76,117.76,72.26,45.5
501921,2025-03-31,170,2,154.1,308.2,94.54,119.12
506142,2025-03-31,144,2,219.65,439.3,137.82,163.66
501922,2025-04-01,104,1,401.59,401.59,243.11,158.48
501923,2025-04-01,105,1,338.49,338.49,242.36,96.13
501924,2025-04-01,106,1,249.43,249.43,172.41,77.02
501925,2025-04-01,109,1,246.09,246.09,164.16,81.93
501926,2025-04-01,110,2,292.13,584.26,215.55,153.16
501927,2025-04-01,112,3,175.04,525.12,132.75,126.87
501928,2025-04-01,116,1,50.07,50.07,34.84,15.23
501929,2025-04-01,117,1,91.8,91.8,55.09,36.71
501930,2025-04-01,118,3,256.08,768.24,198.94,171.42
501931,2025-04-01,119,2,198.83,397.66,137.36,122.94
501932,2025-04-01,131,1,333.06,333.06,218.92,114.14
501933,2025-04-01,135,1,272.98,272.98,215.02,57.96
501934,2025-04-01,139,1,143.43,143.43,101.37,42.06
501935,2025-04-01,142,1,58.26,58.26,34.86,23.4
501936,2025-04-01,143,2,323.71,647.42,237.32,172.78
501937,2025-04-01,151,1,59.95,59.95,36.25,23.7
501938,2025-04-01,152,2,214.28,428.56,169.22,90.12
501939,2025-04-01,158,2,192.52,385.04,134.46,116.12
501940,2025-04-01,159,2,243.51,487.02,158.58,169.86
501941,2025-04-01,161,1,299.5,299.5,200.05,99.45
501942,2025-04-01,166,1,183.2,183.2,138.4,44.8
501943,2025-04-01,167,2,70.09,140.18,48.28,43.62
501944,2025-04-01,168,1,289.8,289.8,228.17,61.63
501945,2025-04-01,170,1,154.1,154.1,94.54,59.56
506072,2025-04-01,136,1,152.73,152.73,102.8,49.93
506107,2025-04-01,137,1,395.0,395.0,245.2,149.8
501946,2025-04-02,101,1,193.32,193.32,118.14,75.18
501947,2025-04-02,105,2,338.49,676.98,242.36,192.26
501948,2025-04-02,110,1,292.13,292.13,215.55,76.58
501949,2025-04-02,122,1,185.72,185.72,136.04,49.68
501950,2025-04-02,123,2,315.18,630.36,190.92,248.52
501951,2025-04-02,127,2,99.85,199.7,61.95,75.8
501952,2025-04-02,138,1,315.76,315.76,216.53,99.23
501953,2025-04-02,141,1,251.72,251.72,187.7,64.02
501954,2025-04-02,142,1,58.26,58.26,34.86,23.4
501955,2025-04-02,145,1,55.05,55.05,35.61,19.44
501956,2025-04-02,151,1,59.95,59.95,36.25,23.7
501957,2025-04-02,152,1,214.28,214.28,169.22,45.06
501958,2025-04-02,156,1,71.91,71.91,55.69,16.22
501959,2025-04-02,158,1,192.52,192.52,134.46,58.06
501960,2025-04-02,159,2,243.51,487.02,158.58,169.86
501961,2025-04-02,160,1,170.86,170.86,126.42,44.44
501962,2025-04-02,166,3,183.2,549.6,138.4,134.4
501963,2025-04-02,168,1,289.8,289.8,228.17,61.63
501964,2025-04-02,170,1,154.1,154.1,94.54,59.56
505864,2025-04-02,103,2,102.57,205.14,68.4,68.34
501965,2025-04-03,101,1,193.32,193.32,118.14,75.18
501966,2025-04-03,105,1,338.49,338.49,242.36,96.13
501967,2025-04-03,109,1,246.09,246.09,164.16,81.93
501968,2025-04-03,110,3,292.13,876.39,215.55,229.74
501969,2025-04-03,117,1,91.8,91.8,55.09,36.71
501970,2025-04-03,118,1,256.08,256.08,198.94,57.14
501971,2025-04-03,126,1,61.33,61.33,48.82,12.51
501972,2025-04-03,139,2,143.43,286.86,101.37,84.12
501973,2025-04-03,141,1,251.72,251.72,187.7,64.02
501974,2025-04-03,143,1,323.71,323.71,237.32,86.39
501975,2025-04-03,149,1,288.99,288.99,208.97,80.02
501976,2025-04-03,151,2,59.95,119.9,36.25,47.4
501977,2025-04-03,156,1,71.91,71.91,55.69,16.22
501978,2025-04-03,158,3,192.52,577.56,134.46,174.18
501979,2025-04-03,159,1,243.51,243.51,158.58,84.93
501980,2025-04-03,161,1,299.5,299.5,200.05,99.45
501981,2025-04-03,163,2,271.41,542.82,212.87,117.08
501982,2025-04-03,166,1,183.2,183.2,138.4,44.8
501983,2025-04-03,167,1,70.09,70.09,48.28,21.81
501984,2025-04-03,170,1,154.1,154.1,94.54,59.56
505833,2025-04-03,102,2,65.53,131.06,45.11,40.84
505915,2025-04-03,115,1,92.47,92.47,56.54,35.93
501985,2025-04-04,104,1,401.59,401.59,243.11,158.48
501986,2025-04-04,105,1,338.49,338.49,242.36,96.13
501987,2025-04-04,106,1,249.43,249.43,172.41,77.02
501988,2025-04-04,110,5,292.13,1460.65,215.55,382.9
501989,2025-04-04,112,1,175.04,175.04,132.75,42.29
501990,2025-04-04,117,1,91.8,91.8,55.09,36.71
501991,2025-04-04,118,3,256.08,768.24,198.94,171.42
501992,2025-04-04,123,1,315.18,315.18,190.92,124.26
501993,2025-04-04,127,1,99.85,99.85,61.95,37.9
501994,2025-04-04,130,1,250.88,250.88,199.42,51.46
501995,2025-04-04,131,1,333.06,333.06,218.92,114.14
501996,2025-04-04,141,2,251.72,503.44,187.7,128.04
501997,2025-04-04,145,2,55.05,110.1,35.61,38.88
501998,2025-04-04,148,1,69.95,69.95,42.84,27.11
501999,2025-04-04,149,1,288.99,288.99,208.97,80.02
502000,2025-04-04,155,1,123.41,123.41,78.63,44.78
502001,2025-04-04,156,1,71.91,71.91,55.69,16.22
502002,2025-04-04,158,3,192.52,577.56,134.46,174.18
502003,2025-04-04,159,2,243.51,487.02,158.58,169.86
502004,2025-04-04,160,1,170.86,170.86,126.42,44.44
502005,2025-04-04,161,1,299.5,299.5,200.05,99.45
502006,2025-04-04,164,1,342.45,342.45,209.39,133.06
502007,2025-04-04,165,1,273.04,273.04,196.44,76.6
502008,2025-04-04,166,1,183.2,183.2,138.4,44.8
502009,2025-04-04,167,1,70.09,70.09,48.28,21.81
505943,2025-04-04,120,1,238.12,238.12,172.98,65.14
