Request_ID,Request_Date,Requested_Product_ID,Requested_Category,Quantity_Requested,Available,Alternative_Offered,Alternative_Product_ID,Ordered_For_Customer,Order_ID,Fulfilled_Date,Outcome
70953,2025-03-12,154.0,,1,0,1,156.0,1,9738.0,2025-03-14,Ordered and Fulfilled
71160,2025-03-12,131.0,,2,1,0,,0,,2025-03-12,Sold
71266,2025-03-12,104.0,,1,1,0,,0,,2025-03-12,Sold
70097,2025-03-13,103.0,,1,0,1,101.0,1,9373.0,2025-03-17,Ordered and Fulfilled
70186,2025-03-13,113.0,,1,0,1,116.0,1,9412.0,2025-03-16,Ordered and Fulfilled
70239,2025-03-13,115.0,,1,0,1,113.0,1,9428.0,2025-03-16,Ordered and Fulfilled
70523,2025-03-13,132.0,,1,0,1,129.0,1,9551.0,,Other
70695,2025-03-13,137.0,,2,0,0,,0,,,Unavailable
70873,2025-03-13,,Dermatological,2,0,1,154.0,0,,,Alternative Accepted
70370,2025-03-14,121.0,,1,0,0,,1,9484.0,2025-03-19,Ordered and Fulfilled
70469,2025-03-14,128.0,,1,0,1,133.0,0,,,Customer Declined
70696,2025-03-14,137.0,,1,0,1,136.0,0,,,Customer Declined
70187,2025-03-15,113.0,,2,0,0,,0,,,Unavailable
70874,2025-03-15,153.0,,1,0,0,,0,,,Customer Declined
70240,2025-03-16,115.0,,2,0,1,117.0,0,,,Unavailable
70524,2025-03-16,132.0,,2,0,1,128.0,0,,,Customer Declined
70697,2025-03-16,,Gastro/Antacid,2,0,0,,1,9634.0,2025-03-20,Ordered and Fulfilled
70780,2025-03-16,,Vitamins & Supplements,2,0,1,143.0,0,,,Alternative Accepted
70841,2025-03-16,147.0,,2,0,0,,0,,,Customer Declined
70875,2025-03-16,153.0,,2,0,1,151.0,1,9705.0,2025-03-19,Ordered and Fulfilled
70371,2025-03-17,121.0,,1,0,1,125.0,1,9485.0,2025-03-22,Ordered and Fulfilled
71113,2025-03-17,152.0,,1,1,0,,0,,2025-03-17,Sold
71191,2025-03-17,167.0,,1,1,0,,0,,2025-03-17,Sold
70372,2025-03-18,,Antihistamine,1,0,0,,1,9486.0,,Other
70431,2025-03-18,124.0,,2,0,0,,1,9512.0,2025-03-21,Ordered and Fulfilled
70470,2025-03-18,,Cough & Cold,1,0,1,131.0,0,,,Alternative Accepted
70017,2025-03-19,,Antimalarial,2,0,0,,1,9340.0,2025-03-24,Ordered and Fulfilled
70098,2025-03-19,103.0,,2,0,1,101.0,1,9374.0,2025-03-23,Ordered and Fulfilled
70188,2025-03-19,113.0,,2,0,0,,0,,,Customer Declined
70309,2025-03-19,120.0,,1,0,1,112.0,0,,,Unavailable
70623,2025-03-19,136.0,,2,0,1,141.0,1,9597.0,2025-03-23,Ordered and Fulfilled
70876,2025-03-19,153.0,,2,0,1,155.0,1,9706.0,2025-03-22,Ordered and Fulfilled
70018,2025-03-20,102.0,,2,0,1,101.0,0,,,Unavailable
70373,2025-03-20,121.0,,2,0,1,124.0,1,9487.0,2025-03-25,Ordered and Fulfilled
70432,2025-03-20,124.0,,1,0,0,,0,,,Customer Declined
70471,2025-03-20,128.0,,1,0,1,134.0,0,,,Alternative Accepted
70781,2025-03-20,144.0,,1,0,0,,1,9673.0,,Other
70954,2025-03-20,154.0,,1,0,1,152.0,0,,,Alternative Accepted
71002,2025-03-20,162.0,,1,0,1,163.0,0,,,Unavailable
71138,2025-03-20,157.0,,2,1,0,,0,,2025-03-20,Sold
70310,2025-03-21,120.0,,2,0,1,118.0,1,9460.0,2025-03-24,Ordered and Fulfilled
70472,2025-03-21,128.0,,2,0,0,,0,,,Customer Declined
71171,2025-03-21,104.0,,1,1,0,,0,,2025-03-21,Sold
70099,2025-03-22,103.0,,1,0,1,101.0,0,,,Alternative Accepted
70241,2025-03-22,115.0,,1,0,0,,1,9429.0,2025-03-25,Ordered and Fulfilled
70624,2025-03-22,136.0,,2,0,0,,1,9598.0,2025-03-26,Ordered and Fulfilled
70955,2025-03-22,154.0,,2,0,0,,0,,,Unavailable
71110,2025-03-22,112.0,,1,1,0,,0,,2025-03-22,Sold
71297,2025-03-22,112.0,,1,1,0,,0,,2025-03-22,Sold
70019,2025-03-23,102.0,,2,0,0,,0,,,Customer Declined
70100,2025-03-23,103.0,,2,0,1,102.0,0,,,Alternative Accepted
70374,2025-03-23,121.0,,2,0,0,,1,9488.0,2025-03-28,Ordered and Fulfilled
70782,2025-03-23,,Vitamins & Supplements,1,0,0,,0,,,Customer Declined
71015,2025-03-23,151.0,,2,1,0,,0,,2025-03-23,Sold
71056,2025-03-23,105.0,,2,1,0,,0,,2025-03-23,Sold
71075,2025-03-23,104.0,,2,1,0,,0,,2025-03-23,Sold
70101,2025-03-25,103.0,,2,0,1,102.0,1,9375.0,2025-03-29,Ordered and Fulfilled
71166,2025-03-25,109.0,,1,1,0,,0,,2025-03-25,Sold
70473,2025-03-26,,Cough & Cold,2,0,0,,0,,,Customer Declined
70625,2025-03-26,136.0,,1,0,1,140.0,1,9599.0,2025-03-30,Ordered and Fulfilled
70752,2025-03-26,140.0,,1,0,1,137.0,0,,,Unavailable
70783,2025-03-26,144.0,,2,0,1,147.0,1,9674.0,2025-03-31,Ordered and Fulfilled
71234,2025-03-26,163.0,,2,1,0,,0,,2025-03-26,Sold
70242,2025-03-27,115.0,,1,0,1,119.0,1,9430.0,2025-03-30,Ordered and Fulfilled
70433,2025-03-27,124.0,,2,0,1,125.0,0,,,Alternative Accepted
70525,2025-03-27,,Cough & Cold,2,0,0,,0,,,Unavailable
71044,2025-03-27,159.0,,2,1,0,,0,,2025-03-27,Sold
71088,2025-03-27,156.0,,1,1,0,,0,,2025-03-27,Sold
70311,2025-03-28,120.0,,1,0,1,118.0,0,,,Alternative Accepted
70474,2025-03-28,,Cough & Cold,1,0,0,,0,,,Unavailable
70626,2025-03-28,136.0,,1,0,0,,1,9600.0,2025-04-01,Ordered and Fulfilled
70698,2025-03-28,137.0,,2,0,1,138.0,1,9635.0,2025-04-01,Ordered and Fulfilled
71146,2025-03-28,169.0,,1,1,0,,0,,2025-03-28,Sold
71281,2025-03-28,155.0,,1,1,0,,0,,2025-03-28,Sold
70020,2025-03-29,102.0,,2,0,1,103.0,1,9341.0,2025-04-03,Ordered and Fulfilled
70102,2025-03-29,103.0,,2,0,1,102.0,1,9376.0,2025-04-02,Ordered and Fulfilled
70243,2025-03-29,115.0,,2,0,1,116.0,0,,,Alternative Accepted
70699,2025-03-29,137.0,,1,0,0,,1,9636.0,,Other
70753,2025-03-29,140.0,,1,0,0,,0,,,Unavailable
70956,2025-03-29,154.0,,1,0,1,153.0,0,,,Unavailable
71046,2025-03-29,143.0,,2,1,0,,0,,2025-03-29,Sold
70103,2025-03-30,103.0,,2,0,1,101.0,0,,,Customer Declined
70375,2025-03-30,121.0,,1,0,1,126.0,0,,,Unavailable
70434,2025-03-30,124.0,,1,0,1,125.0,0,,,Customer Declined
70526,2025-03-30,132.0,,1,0,0,,0,,,Unavailable
70784,2025-03-30,144.0,,2,0,1,150.0,0,,,Customer Declined
71145,2025-03-30,104.0,,1,1,0,,0,,2025-03-30,Sold
71290,2025-03-30,157.0,,2,1,0,,0,,2025-03-30,Sold
70244,2025-03-31,,Antibiotic,1,0,1,114.0,1,9431.0,2025-04-03,Ordered and Fulfilled
70700,2025-03-31,137.0,,2,0,0,,1,9637.0,2025-04-04,Ordered and Fulfilled
71158,2025-03-31,145.0,,2,1,0,,0,,2025-03-31,Sold
71189,2025-03-31,150.0,,2,1,0,,0,,2025-03-31,Sold
71307,2025-03-31,159.0,,2,1,0,,0,,2025-03-31,Sold
70245,2025-04-01,115.0,,1,0,1,116.0,0,,,Alternative Accepted
70312,2025-04-01,120.0,,1,0,0,,1,9461.0,2025-04-04,Ordered and Fulfilled
70475,2025-04-01,128.0,,1,0,1,132.0,1,9527.0,2025-04-06,Ordered and Fulfilled
70701,2025-04-01,137.0,,2,0,0,,0,,,Unavailable
70842,2025-04-01,,Vitamins & Supplements,1,0,1,149.0,0,,,Alternative Accepted
70877,2025-04-01,153.0,,2,0,1,156.0,0,,,Alternative Accepted
71218,2025-04-01,119.0,,2,1,0,,0,,2025-04-01,Sold
70189,2025-04-02,113.0,,1,0,0,,1,9413.0,2025-04-05,Ordered and Fulfilled
70246,2025-04-02,115.0,,2,0,0,,1,9432.0,2025-04-05,Ordered and Fulfilled
71020,2025-04-02,123.0,,1,1,0,,0,,2025-04-02,Sold
70702,2025-04-03,137.0,,2,0,0,,0,,,Unavailable
70785,2025-04-03,144.0,,2,0,1,145.0,1,9675.0,2025-04-08,Ordered and Fulfilled
71288,2025-04-03,118.0,,1,1,0,,0,,2025-04-03,Sold
70190,2025-04-04,113.0,,2,0,0,,0,,,Customer Declined
70247,2025-04-04,115.0,,1,0,1,118.0,1,9433.0,2025-04-07,Ordered and Fulfilled
70376,2025-04-04,,Antihistamine,2,0,0,,0,,,Customer Declined
70703,2025-04-04,137.0,,2,0,1,136.0,1,9638.0,2025-04-11,Ordered and Fulfilled
70957,2025-04-04,154.0,,1,0,0,,0,,,Customer Declined
70377,2025-04-05,,Antihistamine,2,0,0,,1,9489.0,2025-04-10,Ordered and Fulfilled
70435,2025-04-05,124.0,,2,0,1,126.0,0,,,Alternative Accepted
70704,2025-04-05,137.0,,2,0,1,141.0,1,9639.0,2025-04-09,Ordered and Fulfilled
70958,2025-04-05,154.0,,2,0,1,152.0,0,,,Alternative Accepted
71067,2025-04-05,168.0,,1,1,0,,0,,2025-04-05,Sold
70248,2025-04-06,115.0,,2,0,1,116.0,0,,,Unavailable
70436,2025-04-06,124.0,,2,0,1,121.0,0,,,Customer Declined
70878,2025-04-06,153.0,,2,0,1,155.0,0,,,Customer Declined
71308,2025-04-06,156.0,,2,1,0,,0,,2025-04-06,Sold
70378,2025-04-07,121.0,,1,0,0,,1,9490.0,2025-04-16,Ordered and Fulfilled
70476,2025-04-07,,Cough & Cold,1,0,0,,0,,,Unavailable
70879,2025-04-07,153.0,,2,0,1,152.0,1,9707.0,2025-04-10,Ordered and Fulfilled
71062,2025-04-07,117.0,,1,1,0,,0,,2025-04-07,Sold
71174,2025-04-07,150.0,,2,1,0,,0,,2025-04-07,Sold
71205,2025-04-07,114.0,,1,1,0,,0,,2025-04-07,Sold
71213,2025-04-07,164.0,,1,1,0,,0,,2025-04-07,Sold
71296,2025-04-07,145.0,,1,1,0,,0,,2025-04-07,Sold
70104,2025-04-08,103.0,,2,0,1,101.0,0,,,Unavailable
70379,2025-04-08,121.0,,2,0,0,,0,,,Customer Declined
70627,2025-04-08,136.0,,2,0,1,141.0,1,9601.0,2025-04-12,Ordered and Fulfilled
70313,2025-04-09,120.0,,1,0,1,118.0,0,,,Unavailable
70628,2025-04-09,136.0,,1,0,0,,1,9602.0,2025-04-13,Ordered and Fulfilled
70477,2025-04-10,,Cough & Cold,1,0,0,,0,,,Unavailable
70629,2025-04-10,136.0,,2,0,1,141.0,0,,,Customer Declined
70786,2025-04-10,,Vitamins & Supplements,2,0,0,,1,9676.0,2025-04-15,Ordered and Fulfilled
70843,2025-04-10,147.0,,1,0,0,,0,,,Customer Declined
70630,2025-04-11,136.0,,2,0,0,,1,9603.0,2025-04-15,Ordered and Fulfilled
70705,2025-04-11,137.0,,1,0,1,140.0,0,,,Customer Declined
71251,2025-04-11,161.0,,1,1,0,,0,,2025-04-11,Sold
70380,2025-04-12,121.0,,1,0,0,,0,,,Unavailable
70631,2025-04-12,,Gastro/Antacid,2,0,1,139.0,1,9604.0,2025-04-16,Ordered and Fulfilled
70880,2025-04-12,153.0,,2,0,0,,1,9708.0,,Other
70959,2025-04-12,154.0,,2,0,1,156.0,1,9739.0,2025-04-14,Ordered and Fulfilled
71216,2025-04-12,139.0,,2,1,0,,0,,2025-04-12,Sold
70021,2025-04-13,102.0,,2,0,1,101.0,0,,,Alternative Accepted
70105,2025-04-13,,Antimalarial,1,0,1,101.0,0,,,Customer Declined
70437,2025-04-13,124.0,,1,0,0,,1,9513.0,2025-04-16,Ordered and Fulfilled
70527,2025-04-13,,Cough & Cold,2,0,1,130.0,0,,,Alternative Accepted
71003,2025-04-13,162.0,,2,0,0,,0,,,Customer Declined
70478,2025-04-14,128.0,,1,0,1,131.0,0,,,Unavailable
71092,2025-04-14,127.0,,2,1,0,,0,,2025-04-14,Sold
71175,2025-04-14,168.0,,2,1,0,,0,,2025-04-14,Sold
70106,2025-04-15,103.0,,2,0,1,101.0,1,9377.0,2025-04-19,Ordered and Fulfilled
70632,2025-04-15,136.0,,1,0,1,137.0,0,,,Alternative Accepted
70960,2025-04-15,154.0,,2,0,0,,0,,,Customer Declined
71193,2025-04-15,166.0,,2,1,0,,0,,2025-04-15,Sold
70022,2025-04-16,102.0,,1,0,1,103.0,1,9342.0,2025-04-21,Ordered and Fulfilled
70107,2025-04-16,103.0,,2,0,1,102.0,1,9378.0,2025-04-20,Ordered and Fulfilled
70249,2025-04-16,115.0,,2,0,1,114.0,0,,,Customer Declined
70381,2025-04-16,121.0,,1,0,0,,0,,,Customer Declined
70438,2025-04-16,124.0,,2,0,1,125.0,1,9514.0,2025-04-19,Ordered and Fulfilled
71060,2025-04-16,105.0,,1,1,0,,0,,2025-04-16,Sold
70023,2025-04-17,102.0,,1,0,0,,1,9343.0,2025-04-22,Ordered and Fulfilled
70108,2025-04-17,103.0,,2,0,0,,1,9379.0,2025-04-27,Ordered and Fulfilled
70250,2025-04-17,115.0,,2,0,0,,0,,,Unavailable
70580,2025-04-17,,Cough & Cold,1,0,0,,1,9581.0,2025-04-19,Ordered and Fulfilled
70844,2025-04-17,,Vitamins & Supplements,2,0,1,143.0,0,,,Customer Declined
70881,2025-04-17,153.0,,1,0,1,155.0,0,,,Alternative Accepted
70109,2025-04-18,103.0,,1,0,0,,0,,,Customer Declined
70191,2025-04-18,113.0,,2,0,1,112.0,0,,,Alternative Accepted
70251,2025-04-18,115.0,,1,0,0,,0,,,Unavailable
70882,2025-04-18,153.0,,1,0,1,156.0,1,9709.0,2025-04-21,Ordered and Fulfilled
70961,2025-04-18,,Dermatological,1,0,1,155.0,1,9740.0,2025-04-20,Ordered and Fulfilled
71079,2025-04-18,142.0,,1,1,0,,0,,2025-04-18,Sold
70024,2025-04-19,102.0,,1,0,0,,1,9344.0,2025-04-24,Ordered and Fulfilled
70314,2025-04-19,,Antibiotic,1,0,1,117.0,1,9462.0,,Other
70706,2025-04-19,137.0,,2,0,1,140.0,1,9640.0,2025-04-23,Ordered and Fulfilled
70883,2025-04-19,153.0,,2,0,1,155.0,0,,,Unavailable
71264,2025-04-19,119.0,,1,1,0,,0,,2025-04-19,Sold
70633,2025-04-20,136.0,,2,0,1,135.0,1,9605.0,2025-04-24,Ordered and Fulfilled
70962,2025-04-20,154.0,,2,0,0,,0,,,Customer Declined
70192,2025-04-21,113.0,,1,0,0,,0,,,Unavailable
70382,2025-04-21,121.0,,1,0,0,,1,9491.0,2025-04-26,Ordered and Fulfilled
70634,2025-04-21,,Gastro/Antacid,2,0,1,135.0,1,9606.0,2025-04-25,Ordered and Fulfilled
71033,2025-04-21,108.0,,1,1,0,,0,,2025-04-21,Sold
71179,2025-04-21,150.0,,1,1,0,,0,,2025-04-21,Sold
70110,2025-04-22,103.0,,1,0,1,102.0,0,,,Unavailable
70439,2025-04-22,124.0,,1,0,1,125.0,1,9515.0,2025-04-25,Ordered and Fulfilled
70635,2025-04-22,136.0,,1,0,1,141.0,0,,,Alternative Accepted
70787,2025-04-22,144.0,,2,0,0,,0,,,Unavailable
70963,2025-04-22,154.0,,1,0,0,,0,,,Customer Declined
70111,2025-04-23,103.0,,1,0,1,101.0,1,9380.0,2025-04-27,Ordered and Fulfilled
70636,2025-04-23,136.0,,2,0,1,139.0,1,9607.0,2025-04-27,Ordered and Fulfilled
70788,2025-04-23,144.0,,2,0,1,147.0,0,,,Alternative Accepted
70252,2025-04-24,115.0,,2,0,1,120.0,0,,,Alternative Accepted
70707,2025-04-24,137.0,,2,0,1,140.0,0,,,Customer Declined
70479,2025-04-25,128.0,,1,0,1,130.0,1,9528.0,2025-04-30,Ordered and Fulfilled
70964,2025-04-25,154.0,,1,0,1,157.0,0,,,Alternative Accepted
71237,2025-04-25,142.0,,2,1,0,,0,,2025-04-25,Sold
70025,2025-04-26,102.0,,1,0,1,103.0,0,,,Customer Declined
70383,2025-04-26,,Antihistamine,1,0,0,,0,,,Customer Declined
70528,2025-04-26,132.0,,1,0,1,128.0,1,9552.0,2025-04-30,Ordered and Fulfilled
70637,2025-04-26,136.0,,1,0,1,138.0,1,9608.0,2025-04-30,Ordered and Fulfilled
70884,2025-04-26,153.0,,2,0,1,155.0,1,9710.0,2025-04-29,Ordered and Fulfilled
71217,2025-04-26,112.0,,2,1,0,,0,,2025-04-26,Sold
71272,2025-04-26,104.0,,1,1,0,,0,,2025-04-26,Sold
70480,2025-04-27,128.0,,2,0,1,127.0,1,9529.0,2025-05-02,Ordered and Fulfilled
70708,2025-04-27,137.0,,2,0,0,,0,,,Customer Declined
70789,2025-04-27,144.0,,2,0,1,143.0,1,9677.0,2025-05-02,Ordered and Fulfilled
70885,2025-04-27,153.0,,1,0,1,154.0,1,9711.0,,Other
70112,2025-04-28,103.0,,1,0,0,,0,,,Unavailable
70253,2025-04-28,115.0,,2,0,0,,0,,,Customer Declined
70315,2025-04-28,120.0,,1,0,1,112.0,1,9463.0,2025-05-01,Ordered and Fulfilled
71142,2025-04-28,118.0,,1,1,0,,0,,2025-04-28,Sold
71180,2025-04-28,152.0,,1,1,0,,0,,2025-04-28,Sold
70113,2025-04-29,103.0,,1,0,1,102.0,1,9381.0,2025-05-07,Ordered and Fulfilled
70316,2025-04-29,120.0,,2,0,1,115.0,0,,,Unavailable
71089,2025-04-29,110.0,,1,1,0,,0,,2025-04-29,Sold
71211,2025-04-29,127.0,,2,1,0,,0,,2025-04-29,Sold
70254,2025-04-30,,Antibiotic,2,0,1,119.0,1,9434.0,2025-05-03,Ordered and Fulfilled
70440,2025-04-30,124.0,,1,0,0,,0,,,Unavailable
70709,2025-04-30,137.0,,2,0,1,139.0,0,,,Alternative Accepted
70790,2025-04-30,144.0,,1,0,1,147.0,0,,,Alternative Accepted
71049,2025-04-30,141.0,,2,1,0,,0,,2025-04-30,Sold
71155,2025-04-30,116.0,,2,1,0,,0,,2025-04-30,Sold
70026,2025-05-01,102.0,,1,0,1,101.0,0,,,Alternative Accepted
70255,2025-05-01,115.0,,2,0,1,114.0,1,9435.0,2025-05-04,Ordered and Fulfilled
70317,2025-05-01,120.0,,2,0,0,,1,9464.0,2025-05-04,Ordered and Fulfilled
70791,2025-05-01,144.0,,1,0,1,148.0,0,,,Unavailable
70441,2025-05-02,,Antihistamine,2,0,1,121.0,0,,,Alternative Accepted
70710,2025-05-02,137.0,,2,0,0,,0,,,Customer Declined
71099,2025-05-02,105.0,,1,1,0,,0,,2025-05-02,Sold
71253,2025-05-02,168.0,,1,1,0,,0,,2025-05-02,Sold
70114,2025-05-03,103.0,,1,0,1,101.0,1,9382.0,2025-05-07,Ordered and Fulfilled
70256,2025-05-03,115.0,,1,0,1,112.0,0,,,Customer Declined
70581,2025-05-03,133.0,,1,0,1,127.0,0,,,Unavailable
70792,2025-05-03,144.0,,2,0,0,,0,,,Unavailable
70886,2025-05-03,153.0,,2,0,1,157.0,0,,,Alternative Accepted
70965,2025-05-03,154.0,,2,0,1,151.0,1,9741.0,2025-05-05,Ordered and Fulfilled
71027,2025-05-03,161.0,,2,1,0,,0,,2025-05-03,Sold
70318,2025-05-04,120.0,,1,0,0,,0,,,Unavailable
71119,2025-05-04,151.0,,1,1,0,,0,,2025-05-04,Sold
70193,2025-05-05,113.0,,2,0,1,119.0,1,9414.0,2025-05-08,Ordered and Fulfilled
70257,2025-05-05,,Antibiotic,2,0,1,119.0,0,,,Alternative Accepted
70711,2025-05-05,137.0,,1,0,0,,0,,,Customer Declined
70258,2025-05-06,115.0,,1,0,0,,0,,,Customer Declined
70115,2025-05-07,103.0,,2,0,1,102.0,1,9383.0,2025-05-11,Ordered and Fulfilled
70384,2025-05-07,121.0,,2,0,0,,1,9492.0,,Other
70529,2025-05-07,132.0,,1,0,0,,0,,,Unavailable
70116,2025-05-08,103.0,,2,0,1,101.0,0,,,Alternative Accepted
70638,2025-05-08,136.0,,1,0,0,,1,9609.0,2025-05-12,Ordered and Fulfilled
70793,2025-05-08,144.0,,2,0,1,143.0,1,9678.0,2025-05-13,Ordered and Fulfilled
70887,2025-05-08,153.0,,1,0,0,,1,9712.0,2025-05-11,Ordered and Fulfilled
70966,2025-05-08,154.0,,1,0,1,157.0,1,9742.0,2025-05-10,Ordered and Fulfilled
71059,2025-05-08,148.0,,2,1,0,,0,,2025-05-08,Sold
71178,2025-05-08,130.0,,1,1,0,,0,,2025-05-08,Sold
70259,2025-05-09,,Antibiotic,2,0,0,,0,,,Customer Declined
70530,2025-05-09,132.0,,2,0,1,127.0,0,,,Customer Declined
70712,2025-05-09,137.0,,2,0,1,135.0,0,,,Alternative Accepted
70794,2025-05-09,144.0,,2,0,1,146.0,1,9679.0,2025-05-14,Ordered and Fulfilled
71249,2025-05-09,165.0,,2,1,0,,0,,2025-05-09,Sold
70845,2025-05-10,147.0,,2,0,1,144.0,0,,,Alternative Accepted
71147,2025-05-10,108.0,,1,1,0,,0,,2025-05-10,Sold
71156,2025-05-10,156.0,,2,1,0,,0,,2025-05-10,Sold
70260,2025-05-11,115.0,,1,0,1,116.0,1,9436.0,2025-05-14,Ordered and Fulfilled
70713,2025-05-11,137.0,,2,0,1,141.0,1,9641.0,2025-05-17,Ordered and Fulfilled
70795,2025-05-11,144.0,,2,0,1,145.0,1,9680.0,2025-05-16,Ordered and Fulfilled
71200,2025-05-11,110.0,,2,1,0,,0,,2025-05-11,Sold
71225,2025-05-11,151.0,,2,1,0,,0,,2025-05-11,Sold
71274,2025-05-11,129.0,,1,1,0,,0,,2025-05-11,Sold
71276,2025-05-11,155.0,,1,1,0,,0,,2025-05-11,Sold
70027,2025-05-12,102.0,,1,0,1,101.0,1,9345.0,2025-05-17,Ordered and Fulfilled
70117,2025-05-12,103.0,,1,0,0,,1,9384.0,2025-05-20,Ordered and Fulfilled
70118,2025-05-13,103.0,,2,0,1,102.0,0,,,Alternative Accepted
70639,2025-05-13,136.0,,2,0,1,141.0,1,9610.0,2025-05-22,Ordered and Fulfilled
70967,2025-05-13,154.0,,1,0,1,151.0,1,9743.0,2025-05-20,Ordered and Fulfilled
71068,2025-05-13,169.0,,2,1,0,,0,,2025-05-13,Sold
70385,2025-05-14,121.0,,1,0,1,122.0,1,9493.0,2025-05-25,Ordered and Fulfilled
70796,2025-05-14,144.0,,1,0,0,,1,9681.0,2025-05-19,Ordered and Fulfilled
70714,2025-05-15,137.0,,2,0,1,135.0,0,,,Customer Declined
71302,2025-05-15,161.0,,2,1,0,,0,,2025-05-15,Sold
70640,2025-05-16,136.0,,1,0,1,139.0,1,9611.0,2025-05-20,Ordered and Fulfilled
71133,2025-05-16,139.0,,1,1,0,,0,,2025-05-16,Sold
70028,2025-05-17,102.0,,2,0,1,103.0,1,9346.0,2025-05-22,Ordered and Fulfilled
70797,2025-05-17,144.0,,1,0,0,,0,,,Unavailable
70968,2025-05-17,154.0,,1,0,1,151.0,1,9744.0,2025-05-19,Ordered and Fulfilled
71265,2025-05-17,116.0,,2,1,0,,0,,2025-05-17,Sold
70029,2025-05-18,102.0,,2,0,1,101.0,1,9347.0,2025-05-28,Ordered and Fulfilled
70119,2025-05-18,103.0,,2,0,1,102.0,1,9385.0,2025-05-22,Ordered and Fulfilled
70261,2025-05-18,115.0,,2,0,1,119.0,0,,,Alternative Accepted
70641,2025-05-18,136.0,,1,0,0,,1,9612.0,2025-05-27,Ordered and Fulfilled
71314,2025-05-18,164.0,,2,1,0,,0,,2025-05-18,Sold
70030,2025-05-19,102.0,,2,0,0,,1,9348.0,2025-05-27,Ordered and Fulfilled
70120,2025-05-19,103.0,,1,0,1,102.0,0,,,Unavailable
70262,2025-05-19,,Antibiotic,1,0,0,,0,,,Unavailable
70319,2025-05-19,120.0,,1,0,0,,1,9465.0,2025-05-22,Ordered and Fulfilled
71047,2025-05-19,125.0,,1,1,0,,0,,2025-05-19,Sold
70031,2025-05-20,102.0,,1,0,1,101.0,0,,,Unavailable
70121,2025-05-20,103.0,,1,0,1,101.0,0,,,Alternative Accepted
70531,2025-05-20,,Cough & Cold,2,0,1,129.0,0,,,Customer Declined
70642,2025-05-20,136.0,,1,0,1,137.0,0,,,Alternative Accepted
70715,2025-05-20,137.0,,2,0,0,,1,9642.0,2025-05-24,Ordered and Fulfilled
71227,2025-05-20,126.0,,2,1,0,,0,,2025-05-20,Sold
70386,2025-05-21,121.0,,2,0,1,124.0,1,9494.0,2025-05-26,Ordered and Fulfilled
70481,2025-05-21,,Cough & Cold,1,0,0,,1,9530.0,2025-05-26,Ordered and Fulfilled
70643,2025-05-21,136.0,,2,0,0,,0,,,Unavailable
70716,2025-05-21,137.0,,2,0,0,,0,,,Unavailable
71235,2025-05-21,118.0,,1,1,0,,0,,2025-05-21,Sold
70263,2025-05-22,115.0,,2,0,1,118.0,1,9437.0,2025-05-25,Ordered and Fulfilled
71016,2025-05-22,156.0,,1,1,0,,0,,2025-05-22,Sold
71115,2025-05-22,118.0,,2,1,0,,0,,2025-05-22,Sold
70264,2025-05-23,115.0,,1,0,0,,1,9438.0,2025-05-30,Ordered and Fulfilled
70387,2025-05-23,121.0,,2,0,1,124.0,1,9495.0,,Other
71167,2025-05-23,131.0,,2,1,0,,0,,2025-05-23,Sold
71199,2025-05-23,127.0,,1,1,0,,0,,2025-05-23,Sold
70320,2025-05-24,120.0,,1,0,1,113.0,1,9466.0,2025-05-27,Ordered and Fulfilled
70388,2025-05-24,121.0,,2,0,0,,0,,,Customer Declined
70532,2025-05-24,132.0,,1,0,1,127.0,1,9553.0,2025-05-28,Ordered and Fulfilled
70644,2025-05-24,,Gastro/Antacid,1,0,1,138.0,0,,,Customer Declined
70032,2025-05-25,102.0,,2,0,1,101.0,1,9349.0,2025-06-03,Ordered and Fulfilled
70442,2025-05-25,124.0,,1,0,1,123.0,1,9516.0,2025-05-28,Ordered and Fulfilled
70717,2025-05-25,137.0,,1,0,1,136.0,0,,,Alternative Accepted
71177,2025-05-25,126.0,,2,1,0,,0,,2025-05-25,Sold
70033,2025-05-26,102.0,,1,0,1,103.0,0,,,Alternative Accepted
70122,2025-05-26,103.0,,2,0,1,102.0,1,9386.0,2025-05-30,Ordered and Fulfilled
70265,2025-05-26,115.0,,1,0,0,,0,,,Customer Declined
70321,2025-05-26,120.0,,1,0,0,,0,,,Customer Declined
70482,2025-05-26,128.0,,2,0,1,131.0,1,9531.0,2025-05-31,Ordered and Fulfilled
70533,2025-05-26,132.0,,1,0,1,128.0,1,9554.0,2025-05-30,Ordered and Fulfilled
71004,2025-05-26,162.0,,1,0,0,,1,9763.0,2025-05-29,Ordered and Fulfilled
71255,2025-05-26,119.0,,1,1,0,,0,,2025-05-26,Sold
70123,2025-05-27,103.0,,2,0,1,102.0,0,,,Alternative Accepted
70194,2025-05-27,113.0,,2,0,1,112.0,0,,,Unavailable
70888,2025-05-27,153.0,,2,0,1,157.0,1,9713.0,2025-05-30,Ordered and Fulfilled
70969,2025-05-27,154.0,,1,0,0,,0,,,Unavailable
70124,2025-05-28,,Antimalarial,2,0,1,101.0,1,9387.0,2025-06-01,Ordered and Fulfilled
70483,2025-05-28,128.0,,2,0,1,134.0,0,,,Alternative Accepted
70970,2025-05-28,154.0,,1,0,1,155.0,0,,,Alternative Accepted
71040,2025-05-28,158.0,,1,1,0,,0,,2025-05-28,Sold
71041,2025-05-28,157.0,,1,1,0,,0,,2025-05-28,Sold
